First_pokemon,Second_pokemon,Winner
401,306,306
509,228,509
403,198,198
579,677,677
49,285,49
170,482,482
500,596,596
621,339,339
160,442,160
249,4,249
151,20,151
100,184,100
192,171,171
612,233,612
305,362,362
205,203,203
364,186,186
598,362,362
432,467,432
10,154,154
170,636,170
631,424,424
86,649,649
166,431,431
109,288,288
606,262,262
403,65,65
584,72,584
257,689,257
606,165,165
265,684,684
567,252,567
313,482,482
720,166,166
6,540,6
165,563,563
446,226,446
669,284,284
624,635,635
542,150,150
705,501,705
273,37,37
449,371,371
445,456,445
477,101,101
323,432,432
38,81,38
562,634,634
298,285,285
213,33,33
279,8,279
81,688,688
304,23,304
644,24,644
65,286,65
589,225,589
672,677,677
363,510,510
668,164,668
11,22,22
621,601,601
465,682,465
325,10,325
472,137,472
310,302,302
230,663,663
222,429,429
515,210,515
590,695,590
325,164,164
423,79,423
619,621,619
377,613,377
287,490,490
676,652,676
273,135,135
169,281,169
381,211,381
617,303,617
689,138,689
361,202,361
709,314,314
325,554,325
241,382,241
113,249,249
636,570,570
606,83,83
647,613,647
104,312,104
489,230,230
261,21,21
681,328,328
684,187,187
201,472,472
244,16,244
335,91,335
92,458,92
46,326,326
287,326,326
207,404,207
504,720,720
686,269,269
169,16,169
143,646,646
621,489,489
642,326,642
720,107,107
180,300,300
100,48,100
304,701,701
506,382,382
479,678,678
337,659,337
689,512,512
299,220,220
163,104,163
341,482,482
177,541,177
391,103,391
583,345,583
63,171,63
338,197,338
267,59,59
266,409,409
18,436,18
33,464,464
360,229,229
660,218,660
515,370,370
462,619,619
518,650,650
480,550,550
345,445,445
353,624,624
61,672,61
514,306,514
512,109,512
57,227,57
644,517,644
470,62,470
688,653,653
68,6,6
677,288,288
322,127,127
341,61,61
405,424,424
143,122,143
721,144,144
323,580,580
18,103,18
457,591,591
29,470,470
701,354,354
471,399,471
19,567,567
720,194,720
598,471,471
414,654,654
608,681,681
427,287,427
493,181,493
341,232,232
321,329,329
57,311,311
605,609,609
259,657,657
457,253,253
515,7,515
712,290,290
278,97,278
478,234,234
271,25,25
484,287,484
534,95,534
480,26,26
480,26,32
480,32,26
480,32,32
331,623,623
274,428,428
124,646,646
698,373,373
8,196,196
540,576,576
352,208,352
438,664,438
29,50,50
691,321,321
350,59,59
539,597,539
406,647,647
158,465,465
94,451,94
197,69,197
541,619,619
208,573,573
596,141,596
560,405,405
599,58,58
212,566,566
366,670,670
493,196,493
283,78,78
701,284,701
451,514,514
28,116,28
389,251,251
716,572,716
240,372,240
312,528,528
439,96,439
576,602,576
228,646,646
312,524,524
566,687,687
334,522,334
316,687,687
199,323,323
317,106,106
587,579,587
276,698,276
15,392,392
322,467,467
306,286,286
524,202,202
306,434,434
509,218,509
514,173,514
288,46,288
147,478,478
121,564,121
380,159,380
259,204,259
517,444,444
76,564,76
194,190,190
124,314,124
363,47,47
285,445,445
577,515,515
129,149,149
147,489,489
234,400,234
549,2,549
283,58,283
353,553,553
429,495,429
608,674,608
112,554,554
64,75,75
406,226,226
63,474,474
470,609,470
709,585,585
584,16,584
644,373,373
443,285,443
668,473,668
357,395,395
299,365,365
283,494,494
127,416,127
512,272,512
622,532,532
508,219,508
96,491,491
439,689,689
594,257,257
596,687,596
295,569,569
11,547,547
84,328,84
408,207,207
566,574,566
1,519,1
106,437,106
574,553,553
464,508,508
240,197,240
181,449,449
67,301,301
622,5,5
91,594,91
19,53,53
332,661,661
551,317,551
162,172,162
138,665,138
88,147,147
699,352,699
506,56,56
59,235,59
151,134,151
196,622,622
540,111,540
640,6,640
265,621,621
163,422,163
384,606,384
44,212,212
637,155,637
492,276,492
526,506,526
45,645,645
187,52,52
707,654,707
519,419,419
596,301,596
417,214,417
605,142,142
255,411,255
567,372,567
409,568,568
215,423,215
664,459,459
424,443,424
456,236,456
400,650,400
459,660,660
36,310,310
629,499,629
37,343,37
66,403,403
326,716,716
218,383,383
522,477,522
347,354,347
585,330,330
654,660,660
636,383,383
208,669,669
119,139,119
396,679,396
546,597,597
547,632,547
579,366,366
577,114,114
196,256,196
175,385,385
413,566,566
525,511,511
641,51,51
43,420,420
206,538,538
434,223,434
295,553,553
656,507,656
526,622,622
209,55,55
186,281,186
539,198,198
457,429,429
267,49,49
191,652,652
26,423,26
26,423,32
32,423,26
32,423,32
147,609,609
84,438,438
242,524,524
272,101,101
576,550,550
340,234,234
232,72,72
600,294,600
145,515,145
567,642,642
77,508,77
358,43,358
517,193,193
300,349,300
214,510,510
6,202,6
717,256,717
55,526,55
599,704,704
336,512,512
705,433,705
56,125,125
375,47,375
400,652,400
262,504,262
647,657,647
241,719,241
242,617,617
398,537,398
210,591,210
452,645,645
451,121,121
516,110,516
249,272,249
334,601,601
393,375,375
20,523,523
3,703,3
400,111,400
332,11,332
152,423,152
188,482,482
158,215,215
340,567,567
687,147,687
521,578,521
150,650,150
343,44,343
141,612,612
65,38,65
268,530,530
394,597,597
222,401,222
139,271,139
212,515,212
259,283,283
611,486,486
53,639,53
216,441,441
633,713,633
610,361,610
128,442,442
634,578,634
173,403,403
695,166,695
144,318,144
454,480,480
369,403,369
468,553,553
597,546,597
480,327,480
395,195,395
560,704,560
26,214,26
26,214,32
32,214,26
32,214,32
529,553,553
26,480,26
26,480,32
32,480,26
32,480,32
48,234,234
110,606,110
684,719,719
526,690,690
149,362,362
633,302,302
704,541,541
500,361,500
387,721,721
266,199,199
448,160,448
227,211,211
526,555,555
234,501,234
113,329,329
444,463,444
267,463,267
483,21,483
64,685,64
690,290,290
98,402,402
628,119,628
645,293,645
118,511,511
113,200,200
186,341,186
600,530,530
406,663,663
136,415,415
342,368,342
435,2,435
645,372,645
401,129,401
200,581,581
79,244,244
89,583,583
3,189,189
108,173,108
562,6,6
691,653,653
57,663,663
618,564,618
551,318,318
504,170,170
591,440,440
652,208,652
446,604,604
541,405,405
313,17,313
525,569,569
69,566,566
87,362,362
624,57,57
150,645,150
355,190,190
219,275,275
651,486,486
370,86,370
107,568,107
548,198,198
683,190,190
605,25,25
269,618,269
407,146,146
399,197,197
122,455,122
234,655,655
491,17,491
179,716,716
50,620,620
48,227,227
477,331,477
193,510,510
106,162,162
712,192,192
528,51,51
456,184,456
634,30,634
616,520,520
482,656,482
23,62,62
137,554,554
329,156,156
632,284,632
45,544,45
502,121,121
251,367,251
265,5,5
555,630,555
242,306,242
35,534,534
234,483,483
403,5,5
228,415,415
270,710,710
272,396,272
328,102,102
100,374,100
539,565,539
366,328,366
62,714,62
157,223,157
548,489,489
119,100,100
233,714,233
386,336,386
528,179,528
150,693,150
489,657,657
399,102,102
96,452,452
54,109,54
24,618,24
661,564,564
491,565,565
654,484,484
240,489,240
191,419,419
586,626,586
547,477,547
110,508,508
17,57,57
181,616,181
710,539,710
283,629,283
374,379,379
341,137,137
145,385,385
120,448,448
269,646,646
180,612,612
45,643,643
302,717,717
226,667,667
238,171,171
552,506,552
474,629,474
351,271,351
595,57,57
420,457,457
219,535,535
250,274,250
533,150,150
572,115,115
669,653,653
501,670,670
242,247,242
6,708,6
143,677,143
416,598,416
618,322,322
329,66,329
567,589,567
702,600,702
136,650,136
580,450,580
424,454,424
318,192,318
697,206,697
67,602,602
389,28,28
97,1,97
581,703,581
476,685,685
652,212,212
381,296,381
562,375,375
397,269,397
315,309,309
266,227,227
504,148,148
258,704,704
199,282,282
51,605,51
705,244,244
699,655,655
102,591,102
146,125,125
85,312,85
59,442,59
654,433,654
158,162,162
607,462,462
411,580,580
666,157,157
211,103,211
407,402,407
355,412,412
488,458,488
376,651,376
646,73,73
421,528,528
436,356,356
394,227,227
34,112,34
519,192,519
680,31,680
367,393,367
398,240,398
591,251,251
440,634,634
636,33,33
283,7,283
185,702,702
72,225,225
173,325,325
202,19,19
573,331,573
310,204,310
650,426,426
554,500,500
73,417,73
258,598,598
448,453,448
138,258,258
195,113,195
695,399,695
446,75,75
455,424,424
694,33,694
79,373,373
208,714,208
256,394,256
67,591,591
183,565,183
101,701,101
604,662,662
697,553,553
350,314,314
458,466,466
133,421,421
112,702,112
375,13,13
388,274,274
425,707,707
610,423,610
459,303,303
14,618,14
240,552,240
572,275,275
241,131,241
74,299,299
63,532,532
358,254,254
207,62,207
239,205,205
621,344,344
65,626,626
147,120,120
594,367,594
349,99,349
92,653,92
253,109,253
3,447,3
154,562,154
118,390,118
598,498,498
212,545,545
158,487,487
664,542,542
499,276,276
457,267,457
718,49,718
706,278,278
289,350,289
451,474,474
640,368,640
117,617,617
410,490,490
537,552,552
547,160,547
182,487,487
28,608,28
141,516,516
210,90,210
367,555,555
460,614,460
117,227,117
551,482,482
622,585,585
409,569,569
21,622,21
105,551,551
691,597,691
535,326,326
72,546,72
573,671,573
585,712,585
421,630,421
43,491,491
290,26,26
290,26,32
290,32,26
290,32,32
152,442,152
108,524,108
223,696,223
416,499,499
501,77,77
262,332,262
99,245,245
288,399,288
4,519,4
53,149,53
33,534,33
91,427,427
199,299,299
303,229,229
306,77,77
670,74,670
610,129,610
522,604,522
72,477,72
211,256,211
491,224,491
216,20,20
611,121,121
194,562,562
99,332,99
167,395,395
221,288,288
149,95,149
400,442,442
109,273,109
676,390,676
503,316,503
499,147,499
650,380,380
611,554,611
30,506,30
11,361,361
402,150,150
35,198,198
118,203,203
169,80,169
504,20,20
654,392,392
522,251,251
479,491,491
708,252,252
298,563,563
655,379,655
339,432,432
590,640,640
699,218,699
198,489,198
427,169,169
386,623,623
589,472,589
141,15,141
485,478,478
538,105,105
501,96,501
264,514,514
450,86,450
12,485,485
539,285,539
59,267,59
124,533,533
573,53,53
605,273,273
180,48,48
194,704,704
584,603,584
22,469,22
399,224,224
24,321,24
137,466,466
186,350,350
426,267,426
45,95,95
553,480,480
279,203,203
162,338,162
443,287,443
571,45,571
416,388,416
536,693,536
88,323,323
378,338,338
353,446,446
87,36,87
320,621,320
419,700,419
240,64,64
88,245,245
264,106,264
105,628,628
524,144,144
498,258,498
711,656,711
448,332,448
81,5,5
404,351,351
630,109,630
662,235,662
592,558,558
214,349,214
608,174,174
264,463,264
547,379,547
72,466,466
475,617,617
340,107,107
504,595,595
707,95,707
650,78,78
122,327,122
165,558,558
486,663,663
289,382,289
467,686,467
218,83,83
569,717,717
486,441,486
385,432,432
331,56,56
293,87,87
432,357,432
433,706,706
305,693,693
89,212,212
503,228,503
391,353,391
187,193,193
420,460,460
615,197,615
690,116,116
503,457,457
500,486,486
197,298,197
463,157,157
680,367,367
352,435,435
274,569,569
483,599,483
467,99,467
258,55,55
158,260,260
153,41,153
408,610,408
687,660,660
446,394,446
341,689,689
360,314,314
659,542,542
661,401,661
300,220,220
24,721,24
387,96,96
138,402,402
500,441,441
37,89,37
202,324,202
695,395,695
424,637,424
387,418,418
582,493,493
185,601,601
517,567,567
484,457,484
608,77,77
607,104,104
366,710,710
655,565,565
90,599,90
516,47,516
346,546,546
268,558,558
399,613,613
533,639,639
429,642,642
569,66,569
198,320,198
668,415,668
216,390,390
42,89,42
216,299,216
709,617,709
24,58,24
704,461,461
49,373,373
608,676,676
680,155,155
366,359,359
476,614,614
208,283,208
119,491,491
73,681,73
700,576,576
390,652,652
456,445,445
418,258,418
301,511,301
304,624,624
158,703,703
574,470,470
341,271,271
292,299,299
360,365,365
96,658,658
138,172,172
629,493,493
660,304,660
558,585,585
150,451,150
490,16,490
705,157,157
348,243,243
577,228,228
109,677,677
639,495,639
392,146,392
388,289,289
264,145,145
89,219,89
433,662,662
372,689,689
578,187,187
224,268,224
313,120,120
618,487,487
555,364,555
364,271,271
620,61,620
400,305,400
21,70,21
19,442,442
398,359,398
447,688,447
197,534,197
664,236,236
533,642,642
134,238,238
522,269,522
583,6,6
558,149,149
239,398,398
365,530,530
424,15,424
309,455,309
555,156,555
94,693,94
589,409,409
377,26,26
377,26,32
377,32,26
377,32,32
286,327,286
138,83,83
347,303,347
640,499,640
31,73,73
117,190,190
567,225,567
551,557,551
382,348,382
262,588,262
422,195,195
243,360,243
458,605,458
419,514,419
456,464,464
284,66,284
290,185,290
129,291,291
151,643,151
457,202,457
148,633,148
548,369,369
332,483,483
406,298,406
461,646,461
529,17,17
69,398,398
385,717,385
220,422,220
84,444,84
502,221,502
400,548,400
648,474,474
658,359,658
186,457,457
531,278,278
547,459,547
144,52,52
227,333,227
123,642,642
75,29,29
6,506,6
347,249,249
329,419,419
173,458,458
283,26,26
283,26,32
283,32,26
283,32,32
538,121,121
494,3,494
594,350,350
397,491,491
81,270,81
536,618,536
279,482,482
632,704,632
462,360,462
15,608,15
141,354,141
715,410,715
514,481,514
457,538,457
703,144,144
392,270,392
361,233,233
411,700,700
600,84,84
532,506,506
222,120,120
180,11,180
692,558,558
610,654,654
362,685,362
473,531,473
652,121,121
397,403,397
353,319,319
464,650,464
540,313,313
162,128,128
224,15,15
446,693,446
29,200,200
629,227,227
709,479,479
575,418,418
162,409,162
689,229,229
290,664,290
702,582,702
241,119,241
418,301,418
568,653,568
376,237,237
267,638,638
275,269,275
215,186,215
521,680,521
479,708,479
492,525,492
543,594,594
39,244,244
667,329,667
418,697,418
131,483,483
205,236,205
670,298,670
90,170,170
61,87,61
502,481,481
35,435,435
626,475,475
150,438,150
697,357,697
171,43,171
454,396,454
166,627,166
397,664,397
324,283,324
93,365,93
109,706,706
664,622,622
454,487,487
229,625,229
288,43,288
354,292,292
512,19,512
205,215,205
338,226,226
239,236,239
328,133,328
708,41,41
127,516,516
489,389,489
116,476,476
367,3,3
37,719,37
93,474,474
702,193,702
717,687,717
207,472,472
456,204,456
626,39,626
199,528,528
69,638,638
62,538,62
179,477,477
156,376,156
634,201,634
631,363,631
483,385,385
709,149,149
162,428,428
313,488,488
519,247,519
347,420,347
720,239,239
273,93,93
12,84,84
545,130,545
86,167,86
148,578,148
401,95,95
582,468,468
148,437,148
486,520,486
214,268,214
718,461,461
620,209,620
288,535,288
42,621,42
477,247,247
37,275,275
199,571,571
675,200,200
182,211,211
176,42,42
522,253,253
544,481,481
563,432,432
542,552,542
320,586,586
222,162,162
122,639,639
563,343,343
13,286,286
299,210,210
462,519,462
281,176,281
443,471,471
116,629,629
584,360,584
413,164,164
235,339,235
270,268,270
698,7,698
506,192,506
135,200,135
664,421,421
522,318,522
444,715,715
323,684,684
414,672,414
93,119,93
324,524,324
259,402,402
511,244,244
371,387,371
700,115,115
67,315,315
310,362,310
276,33,276
684,364,684
479,366,366
414,613,414
588,251,251
691,25,25
114,464,114
242,287,242
663,296,663
1,348,348
612,91,612
332,99,99
676,278,676
695,28,28
444,478,478
326,529,326
551,6,6
605,87,87
336,658,658
654,585,585
55,534,55
446,657,446
51,601,51
322,277,277
491,377,491
172,417,417
143,583,583
261,273,261
258,687,687
197,76,197
15,12,15
391,468,391
716,621,716
76,213,76
334,210,210
334,414,334
56,167,56
580,184,580
229,604,229
176,690,176
359,554,359
474,525,525
455,347,347
328,690,328
174,180,180
195,363,195
509,59,59
662,151,151
422,263,263
629,206,629
437,588,588
534,98,98
552,118,552
126,720,720
106,136,106
122,450,450
438,247,247
134,368,134
112,475,475
161,612,612
378,519,378
634,500,500
166,291,291
608,437,608
330,717,330
526,375,375
359,393,359
466,581,581
641,91,641
696,258,696
658,8,658
88,586,586
315,211,211
206,618,206
97,2,97
292,545,545
634,242,634
369,257,257
356,90,90
507,275,275
572,550,550
265,570,570
8,427,427
420,576,576
504,424,424
306,357,357
431,516,516
484,221,484
263,353,353
46,276,276
254,466,254
442,15,15
371,235,235
420,384,384
535,623,623
713,198,198
557,317,317
500,388,500
278,468,278
584,214,214
36,219,36
116,686,116
73,346,73
693,89,693
613,341,613
537,383,383
68,559,68
472,461,461
34,526,34
441,237,441
99,421,421
8,540,8
421,659,421
21,410,21
620,518,620
354,423,354
189,394,189
165,446,446
388,684,684
175,270,270
584,516,516
545,579,545
139,658,658
619,33,33
571,606,571
362,478,478
603,50,50
568,237,237
534,657,534
209,291,291
123,317,123
105,343,343
610,420,610
314,573,573
202,501,501
610,427,427
628,615,615
196,460,196
625,438,625
653,223,223
4,309,309
683,641,641
141,391,391
233,628,628
136,229,229
137,626,626
208,484,484
643,474,474
34,421,421
514,458,514
330,259,330
606,414,414
550,419,419
524,598,598
417,347,417
588,47,588
356,668,668
438,536,536
285,292,292
330,340,330
408,122,122
669,14,669
417,12,417
677,232,677
468,309,468
163,580,580
514,80,514
681,159,159
398,535,398
688,415,415
345,618,618
337,127,127
107,668,668
417,641,641
417,240,417
394,431,431
63,176,176
111,683,683
589,596,596
202,473,473
479,639,479
192,395,395
140,80,140
447,143,447
691,516,516
435,130,435
44,421,421
166,111,111
671,406,671
219,667,667
568,370,370
209,586,586
544,508,508
236,526,236
194,266,266
363,193,193
389,491,491
666,429,429
367,416,367
76,598,76
411,21,21
479,662,479
611,356,611
491,441,491
10,483,483
501,684,684
58,640,640
608,711,711
72,651,72
177,671,671
199,681,681
413,97,97
79,465,465
418,507,418
678,339,678
424,689,424
288,146,146
215,587,215
389,176,176
31,576,31
651,22,22
433,640,640
120,142,142
109,521,521
16,639,639
41,87,87
661,113,661
277,608,608
33,51,51
33,107,107
651,500,500
162,531,162
576,274,576
524,507,507
674,535,535
384,106,384
526,378,526
644,395,644
222,415,222
440,597,597
463,345,463
625,231,625
425,634,425
175,393,393
692,170,170
439,54,439
326,188,188
452,637,637
119,613,119
469,143,469
444,88,444
715,266,715
399,4,4
244,436,244
330,703,703
89,650,89
581,686,581
178,291,291
291,111,111
546,525,525
300,187,187
578,24,24
239,108,239
113,236,113
231,19,19
694,661,694
129,108,108
354,404,354
687,270,687
48,419,419
446,485,485
409,419,419
153,459,153
518,576,576
228,79,228
128,528,528
221,646,646
64,256,256
554,558,554
584,231,584
253,76,253
282,689,282
373,382,373
658,572,658
438,426,426
514,444,514
590,453,453
524,416,416
687,361,687
48,184,184
505,237,505
211,370,370
454,452,452
581,13,581
374,696,696
201,499,499
572,348,348
419,36,419
309,23,309
705,240,240
631,6,6
588,413,588
644,20,20
269,166,166
564,580,564
406,198,198
131,221,131
249,610,249
516,380,380
44,614,614
88,462,462
216,24,24
147,440,147
44,708,44
109,617,617
289,190,289
315,365,365
310,656,310
75,326,326
354,160,160
393,276,276
31,523,523
708,152,152
528,44,528
128,67,128
471,512,512
197,225,225
633,96,633
566,85,85
650,261,650
57,204,57
357,52,52
656,663,663
235,522,522
62,315,62
474,424,424
448,90,448
501,161,501
227,240,240
553,600,553
187,322,187
330,209,330
322,279,279
181,68,68
131,659,131
103,367,103
341,237,237
477,427,427
172,451,451
415,463,415
699,79,699
121,11,121
589,652,652
475,333,475
664,499,499
41,468,468
374,719,719
349,76,76
14,211,211
553,245,553
706,6,6
62,48,62
146,432,432
354,341,354
622,34,34
277,457,277
333,324,324
424,204,424
34,612,612
491,546,491
203,701,701
35,76,76
375,10,375
572,705,572
309,14,309
486,688,486
594,19,19
660,300,660
666,678,678
306,523,523
87,419,419
445,259,445
309,574,309
695,670,695
76,67,67
709,634,634
134,498,134
664,441,441
705,228,228
158,683,158
406,423,406
23,195,23
565,43,565
201,63,201
86,18,18
489,363,489
557,482,482
306,188,306
388,620,620
512,159,512
520,188,188
43,524,43
28,639,639
613,449,613
126,329,126
34,528,528
210,714,714
70,581,581
532,573,573
457,713,457
418,531,418
123,340,123
256,351,351
650,460,460
483,539,483
713,423,423
565,686,686
90,315,315
193,525,525
584,689,584
440,604,604
365,158,365
214,161,214
333,117,117
426,465,426
161,112,112
275,523,523
262,296,262
261,183,183
357,332,332
653,206,653
650,663,663
451,495,451
700,284,284
362,267,362
174,274,274
23,580,580
534,535,535
506,10,506
17,10,17
456,492,492
64,294,294
26,643,26
26,643,32
32,643,26
32,643,32
604,315,315
454,580,454
401,153,153
72,76,76
3,229,229
360,17,17
533,241,241
69,551,551
352,260,260
524,528,528
415,231,415
334,229,229
464,630,464
322,259,259
232,283,283
61,208,61
146,660,146
578,316,316
33,197,197
336,471,471
357,634,634
566,704,566
219,305,305
165,250,250
407,399,407
598,58,58
2,513,513
529,482,482
181,64,64
721,532,721
681,120,120
385,202,385
466,419,419
418,225,418
56,424,424
358,568,568
653,691,653
652,305,652
670,434,434
187,695,695
494,263,494
352,632,632
716,107,716
206,392,392
204,604,604
405,45,405
368,689,689
289,465,289
630,443,630
110,552,552
98,536,536
232,197,197
115,13,115
231,235,231
519,86,86
424,482,482
382,166,382
670,186,186
254,668,254
589,719,719
43,127,127
483,684,483
369,371,369
287,684,684
337,248,248
438,268,268
175,418,418
715,644,715
487,432,432
519,621,621
186,109,186
602,365,365
645,690,645
485,459,485
89,592,592
176,432,432
420,357,357
340,61,61
282,150,150
600,629,629
241,5,241
645,350,645
16,87,87
90,242,242
234,258,234
534,158,534
395,630,630
227,686,227
26,601,26
26,601,32
32,601,26
32,601,32
75,551,551
81,396,396
470,532,470
479,127,127
149,687,149
458,408,408
380,646,380
601,526,601
438,108,108
543,388,543
48,181,181
130,377,130
309,475,475
214,225,214
342,246,342
301,574,301
159,345,159
675,516,516
486,602,486
342,688,342
213,543,543
550,594,550
350,431,431
607,169,169
504,170,170
361,655,655
546,143,143
489,115,115
547,67,547
225,540,225
628,383,383
133,681,681
175,434,434
592,34,34
134,461,461
259,597,259
425,482,482
39,571,571
311,296,311
432,53,53
628,152,628
575,180,575
369,521,521
104,267,267
289,2,289
343,125,343
464,199,464
221,413,221
521,420,521
348,582,348
615,403,615
546,325,546
573,555,573
306,442,306
559,491,491
306,238,306
126,525,525
303,442,303
645,93,645
708,83,83
243,410,243
174,265,265
624,480,624
438,605,605
251,596,596
494,663,663
459,232,232
141,30,141
387,182,182
170,304,170
109,685,685
427,422,427
707,709,707
35,343,343
118,357,118
558,319,319
595,416,595
218,161,161
492,651,492
149,266,149
716,714,716
216,207,207
304,663,663
201,3,3
414,280,414
455,579,455
237,125,125
520,207,207
512,411,512
83,410,83
127,617,617
622,15,15
281,339,339
360,520,520
529,500,529
106,237,106
586,133,586
149,509,149
407,689,407
115,126,126
503,35,503
146,317,146
84,304,304
544,588,588
131,195,131
19,586,586
386,451,386
191,208,208
99,234,234
3,508,508
105,307,307
650,497,497
25,659,25
317,210,317
693,298,693
292,265,265
216,229,229
230,219,230
280,449,280
687,403,687
432,329,432
295,662,662
672,182,672
660,233,660
575,590,575
184,390,390
300,41,41
432,653,432
456,388,388
579,663,663
385,540,385
631,320,631
59,100,100
477,113,113
5,550,550
397,362,362
8,453,8
51,572,51
403,319,319
688,663,663
353,279,279
221,266,221
625,606,625
383,24,383
607,461,461
606,717,717
510,147,510
427,179,427
558,328,558
280,532,280
294,503,503
497,8,497
410,469,469
179,43,179
8,480,480
690,422,422
505,13,505
695,558,558
229,67,229
712,307,307
359,486,486
436,345,345
557,485,485
8,537,537
10,306,306
269,21,21
228,170,170
15,638,638
10,381,381
359,88,359
210,661,661
379,569,569
698,129,698
35,519,519
465,670,670
219,542,542
248,536,536
74,5,74
96,194,96
254,353,254
466,493,493
718,192,718
123,403,123
134,521,521
114,43,114
295,95,95
93,522,93
592,174,592
458,169,169
146,263,146
342,123,123
579,501,501
44,510,510
360,425,425
667,81,667
562,329,329
5,292,292
517,456,456
214,255,214
600,433,600
711,641,641
492,368,492
58,675,58
294,672,672
500,710,500
321,507,507
129,256,256
548,175,548
650,216,216
384,142,142
422,473,473
20,567,567
323,586,586
120,306,120
121,222,121
533,310,310
688,279,279
263,269,269
302,161,161
397,692,397
418,443,418
264,704,264
636,397,397
115,142,142
121,380,121
93,144,93
697,126,126
1,48,48
124,454,124
35,83,83
53,325,53
521,524,521
169,299,169
169,508,169
72,119,72
482,385,482
468,448,448
189,64,189
339,494,494
561,440,561
644,131,644
405,697,697
38,268,38
349,718,718
541,290,541
691,590,691
64,320,64
63,488,63
621,79,621
263,429,429
668,328,328
196,87,196
23,372,23
424,165,424
309,686,309
78,307,78
579,110,110
394,11,394
62,703,62
296,53,53
577,652,652
579,661,661
193,20,20
576,101,101
682,616,616
109,241,241
637,42,637
259,636,636
594,654,654
101,234,101
409,398,398
167,241,241
628,707,628
575,131,131
376,38,38
209,276,276
194,598,598
546,565,546
26,424,424
32,424,424
701,136,701
333,616,333
188,20,20
167,474,474
134,417,417
318,526,318
134,707,707
694,288,288
66,338,338
668,139,668
487,630,487
625,248,625
328,375,328
36,709,36
436,378,378
606,42,42
710,423,710
29,55,55
210,77,77
509,435,435
573,215,215
523,647,523
395,212,212
323,690,323
562,584,584
608,687,687
638,325,638
516,216,516
714,72,72
539,600,539
229,621,229
154,565,154
268,72,72
36,239,239
151,429,429
653,527,527
103,470,470
280,355,280
502,407,407
6,50,6
470,478,478
129,687,129
18,182,18
376,350,350
615,681,681
96,362,362
588,560,588
475,365,475
286,232,286
313,156,313
306,254,254
264,472,264
553,409,553
262,580,262
639,695,695
353,578,353
632,438,632
76,248,248
252,504,252
544,30,30
554,314,554
577,711,711
231,94,94
247,135,135
2,719,2
559,140,140
661,138,661
36,147,36
707,565,707
595,305,595
399,706,706
147,462,462
382,355,382
291,222,291
714,318,318
709,20,20
230,475,230
563,567,567
34,333,333
617,450,617
589,319,319
102,643,643
472,152,472
196,604,196
546,69,69
411,324,411
520,553,553
63,526,526
554,481,481
477,158,477
501,239,239
5,276,276
80,195,195
574,86,86
49,605,49
437,537,537
5,11,5
566,245,245
344,16,344
54,657,657
15,271,15
322,491,491
87,419,419
226,432,432
159,173,159
107,202,107
214,391,214
116,193,193
184,472,472
175,180,180
636,109,636
44,58,58
181,648,648
402,89,402
365,242,365
235,140,235
367,580,580
328,330,330
459,330,330
655,375,655
130,712,130
358,525,525
64,629,629
383,394,383
477,611,611
80,677,677
269,253,253
310,305,310
3,607,3
174,357,357
33,278,278
541,68,68
33,164,164
679,419,419
81,684,684
570,17,17
319,538,319
155,216,155
704,298,704
292,603,603
613,343,343
436,270,270
117,74,117
555,628,555
294,405,405
330,605,330
380,155,380
4,692,4
165,166,166
120,579,579
643,140,643
710,577,710
346,3,3
641,249,641
537,685,537
146,414,146
392,259,392
707,287,707
385,689,385
4,397,397
42,405,42
619,530,530
276,537,276
258,395,395
439,702,702
489,288,288
286,595,286
274,95,95
56,687,687
147,254,254
102,467,467
162,401,162
25,213,25
266,303,303
316,716,716
572,256,572
617,559,617
691,625,625
592,163,163
288,421,288
86,592,592
407,598,598
18,25,18
661,511,511
68,130,130
96,535,535
586,347,586
140,245,245
102,205,205
472,195,472
630,534,534
484,278,484
120,59,59
530,370,370
191,289,289
7,502,502
243,470,243
148,573,573
589,130,130
407,182,407
720,690,720
213,574,574
214,226,214
588,692,588
264,14,264
376,542,542
581,327,581
248,330,330
307,681,681
484,682,484
263,167,263
388,554,554
271,314,314
44,284,284
150,457,150
67,239,239
225,266,225
644,512,512
364,162,162
467,175,467
610,422,610
301,78,78
98,628,628
338,359,359
362,208,362
54,720,720
221,375,375
185,141,141
689,139,689
707,428,428
177,539,539
167,75,75
545,608,545
404,143,404
316,549,549
403,675,675
8,328,8
388,16,16
656,229,229
200,316,200
400,603,400
83,115,115
294,525,294
656,432,432
283,672,283
4,515,4
287,78,78
199,696,696
338,117,117
244,120,244
280,462,462
519,473,519
34,287,34
571,537,571
649,524,649
162,340,162
718,396,396
714,647,647
251,522,251
50,189,189
659,108,659
376,234,234
17,195,17
597,121,597
647,298,647
237,77,77
561,612,612
706,659,706
233,302,302
68,114,114
266,420,420
576,359,359
584,181,584
191,373,373
207,545,545
291,630,291
713,403,403
75,685,685
75,131,131
307,588,588
599,33,599
349,446,446
320,126,126
604,388,604
564,610,610
625,53,53
304,158,158
428,95,428
356,366,366
280,481,481
710,275,275
373,529,373
659,485,485
538,348,348
713,549,713
284,4,4
641,633,641
314,42,42
439,598,598
255,97,97
612,164,612
333,670,670
655,351,655
185,703,703
600,611,611
381,75,381
186,453,186
480,211,480
532,189,189
285,200,200
572,339,572
155,557,155
